OAJ,34.8307,-77.6053
OAK,37.7158,-122.209
OBU,66.9148,-156.878
ODW,48.2517,-122.68
OGG,20.8926,-156.441
OGS,44.6782,-75.4765
OKC,35.3981,-97.5974
OLF,48.0964,-105.575
OLH,62.8903,-149.054
OMA,41.3,-95.8998
OME,64.5125,-165.445
ONL,42.4655,-98.6866
ONT,34.062,-117.594
OOK,60.5334,-165.114
OPF,25.9023,-80.2677
ORD,41.9796,-87.8825
ORF,36.8977,-76.2154
ORH,42.2699,-71.8706
ORI,-7.6833,-39.3667
ORV,66.8333,-161.033
OTH,43.4141,-124.244
OTZ,66.8893,-162.61
OVS,43.1537,-90.6764
OXR,34.1984,-119.206
PAH,37.0612,-88.7672
PBG,44.6508,-73.4683
PBI,26.6909,-80.0889
PCE,57.093,-157.258
PDB,59.7868,-154.105
PDT,45.6893,-118.839
PDX,45.5867,-122.587
PEC,57.95,-136.233
PFN,30.2071,-85.6829
PGA,36.9243,-111.451
PGM,59.35,-151.833
PGV,35.6336,-77.3808
PHF,37.1306,-76.5026
PHL,39.8768,-75.2419
PHO,68.3494,-166.797
PHX,33.4376,-112.03
PIA,40.6663,-89.6909
PIB,31.4671,-89.3333
PIE,27.9065,-82.6924
PIH,42.9056,-112.588
PIP,57.5631,-157.558
PIR,44.3801,-100.293
PIT,40.4914,-80.2328
PIZ,69.7333,-163.017
PKA,60.7049,-161.766
PKB,39.3462,-81.4345
PLN,45.571,-84.7857
PMD,34.6294,-118.084
PML,55.9833,-160.533
PNS,30.4761,-87.1941
PPG,-14.3242,-170.706
PPV,62.8903,-149.054
PQI,46.6921,-68.0447
PQS,61.9362,-162.882
PRC,34.6492,-112.428
PSC,46.2592,-119.117
PSE,18.0116,-66.5664
PSG,56.8067,-132.933
PSP,33.8227,-116.509
PTA,60.3956,-154.494
PTH,56.9667,-158.633
PTU,58.9216,-161.727
PUB,38.2836,-104.496
PUW,46.743,-117.119
PVC,42.0771,-70.2169
PVD,41.723,-71.4399
PWK,42.1162,-87.8987
PWM,43.6475,-70.3103
QUL,36.5922,-90.2465
RAP,44.037,-103.06
RBH,64.7381,-155.489
RBX,46.4717,-108.55
RBY,64.7381,-155.489
RCE,48.6126,-123.14
RCP,51.5257,-0.14499
RDB,67.75,-163.667
RDD,40.5056,-122.302
RDM,44.2533,-121.162
